temperature,humidity,mq2,mq135,label
3.735551881415512,87.935674731963,50.0,148.36369496484312,0
3.865640523325066,90.32418899372016,433.30893572030016,190.07350048535588,0
4.5417479721791345,86.65220164914331,336.3214029025546,183.86801585508155,0
4.231779396176732,90.15643586333996,96.62248125560254,232.61997948780527,0
2.6622504093165507,68.24406861596323,650.5333970977614,427.95976481085233,1
0.6836552840257979,78.38666945805508,662.3688827225212,1906.0857547363325,1
2.772865603026811,97.21473487473051,405.62675716527406,158.71762955765172,0
3.4374231585303248,58.54405997293867,283.86793678008075,404.1691479373909,1
13.874945263774952,73.17262005290748,473.70715460381126,444.9734122105173,1
8.40339353952729,73.55143825320802,621.3302625048643,494.0446782632298,1
1.1296996640119652,85.39379564248281,1504.7901816396325,1560.6852662991603,1
4.645639954597844,80.78716067139936,177.67349765438385,178.8003973683664,0
6.289690415793176,90.6268967350393,305.8146426536158,389.4228096059658,1
2.8910573415204492,93.50520938093355,99.20052973515445,254.66279016960607,0
0.5746392133592386,95.3591035500214,1094.572983447722,641.5592462631964,1
-1.5586068254851275,87.98340801952037,571.6030042188861,819.9881076153274,1
0.8586053724953024,84.88665360455708,945.5187947582443,880.4094632090519,1
-0.060951009333985784,94.46001004413479,1036.92605008542,1774.0812975594588,1
12.007199952960379,88.83752108691495,555.5935853683703,268.04432726860875,1
1.2455544333673916,95.10790927151017,1182.584877224978,653.3193995971072,1
3.596504240571296,85.26501405368163,1807.3912326198886,1045.291804508808,1
13.164346814355717,88.00749394851279,209.3232639176737,348.6181886475853,1
9.280016413215895,70.97533750405402,209.55307354356054,348.99885035219995,1
1.1091790485743345,96.72139639702827,394.49638920091604,367.5025746451754,0
6.1796214119401185,82.60907931693606,1561.4546376681383,1695.0181640702235,1
0.7248030043810281,96.31339472954303,1060.5202182499909,1239.4712582423783,1
0.5035105950700448,43.63522339744605,632.3734905680516,277.39038466858125,1
1.2600440124311096,83.80241026256218,1081.238148283467,1700.4275352952295,1
14.558801425700338,72.91307780337691,463.4388762438639,205.04012263875367,1
4.765053640526894,91.29437229514767,172.19772774268642,128.19795468028437,0
2.55592158241849,91.08838103901486,671.216811595159,902.0446968930411,1
3.14036755588476,68.57051850787799,405.94132252168316,571.3626117181659,1
1.6019004548831965,89.17291954157139,59.82250713943975,107.61528478573625,0
0.37070412682756637,91.40901698927554,1187.5375740171107,837.4365111982162,1
0.7721391477964223,73.79411717445221,349.7442673843659,231.88237459601407,1
0.683156749939064,86.46849091168404,746.3069877302628,657.7747904547377,1
3.4990398689862623,92.95663636661787,299.0763938594939,378.49545438091144,0
1.1897966615857012,64.37456383174653,134.9843260648617,374.03741216889966,1
12.958799425825744,79.51475555624975,460.72711267887007,646.0571532152823,1
